,geoid,Unnamed: 0,2007.mean.88502,2007.stdev.88502,2008.mean.88502,2008.stdev.88502,2009.mean.88502,2009.stdev.88502,2010.mean.88502,2010.stdev.88502,2011.mean.88502,2011.stdev.88502,2012.mean.88502,2012.stdev.88502,2013.mean.88502,2013.stdev.88502,2014.mean.88502,2014.stdev.88502,2015.mean.88502,2015.stdev.88502,2016.mean.88502,2016.stdev.88502,2017.mean.88502,2017.stdev.88502,2018.mean.88502,2018.stdev.88502,2007.mean.68105,2007.stdev.68105,2008.mean.68105,2008.stdev.68105,2009.mean.68105,2009.stdev.68105,2010.mean.68105,2010.stdev.68105,2011.mean.68105,2011.stdev.68105,2012.mean.68105,2012.stdev.68105,2013.mean.68105,2013.stdev.68105,2014.mean.68105,2014.stdev.68105,2015.mean.68105,2015.stdev.68105,2016.mean.68105,2016.stdev.68105,2017.mean.68105,2017.stdev.68105,2018.mean.68105,2018.stdev.68105
438,33100,306.75,9.673945999999999,5.029845333333333,9.027526,4.053507333333333,8.491692666666667,3.521741,8.447099999999999,2.8936969999999995,8.237765666666666,3.452023,8.706425000000001,4.005295333333334,7.937169666666667,3.1718166666666665,8.092870666666668,3.1182980000000007,7.842478,3.2694846666666666,8.524264333333333,3.9591246666666664,7.726166999999999,3.5818453333333338,7.638627,2.887871666666667,24.919163375,3.607165,25.4739295,3.8359376249999997,25.594005250000002,4.258329625,24.126462375,5.719871625,26.00224825,3.8093826249999996,25.195496625,3.6590895,25.554176375000004,3.353209,25.92235075,3.66674425,26.78940125,3.1829873749999997,26.003459875,3.6291258749999997,25.83681225,3.556126,25.22312625,3.791493125
439,28740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,33460,704.6666666666666,,,,,,,,,,,,,,,,,,,,,,,,,9.069708749999998,13.777804583333335,7.070358250000001,12.667631083333333,7.612054166666667,12.371419416666667,9.154232416666668,12.835804666666668,7.621332833333333,11.7326805,10.7115895,11.3133705,6.949823583333333,13.082102833333332,6.932859499999999,13.712941249999998,9.286853416666666,11.7767475,10.550572333333333,11.983623833333334,9.545531916666667,11.814456416666667,7.939567499999999,13.184922333333333
441,42660,1369.0,6.989555071428572,5.288632714285714,6.078526321428571,3.6426898928571427,6.707933249999999,4.67421325,6.052727892857144,3.198067678571429,6.404486785714285,4.089156285714286,6.495753571428571,4.643053071428571,7.0432632857142865,4.638339071428571,6.208003428571429,3.952171571428572,6.125706857142858,4.324006857142857,5.286657714285715,3.165735571428571,7.198462999999999,8.216246142857141,7.050662,9.88541592857143,10.672356,5.848827,9.721965,5.9649002499999995,10.57623725,6.843242500000001,10.635861250000001,4.739190749999999,9.755033666666666,5.383076666666666,10.766576333333333,5.4263045,10.891914666666668,6.079660666666667,11.718935333333334,6.0036621666666665,12.5689965,5.659023833333333,12.156977666666666,5.780549166666666,11.028357833333333,6.536780833333333,11.204295833333333,5.896430333333333
442,41180,756.0,14.201705,7.054808,12.430739,6.00422,12.408054,5.002655,18.529245,5.193162999999999,12.517447,5.1239,9.901556,3.9234370000000003,10.230422,4.964668,10.123695,4.852357,10.02563,3.163981,9.076395,3.5999519999999996,8.103375999999999,3.022793,9.537793,2.663589,14.162758333333333,9.658526,13.878333,10.644343,13.745902,10.16615,7.9096600000000015,7.6583962,14.939215833333336,10.3824855,17.19243666666667,9.896597666666667,14.231178,11.193612333333332,12.984747833333332,11.597862,15.459791000000001,10.523846666666666,13.665736999999998,9.6184308,15.60084,10.328581,15.025,11.356531
443,41940,191.0,4.3177970000000006,3.165671,5.398305000000001,4.714734,4.271795,2.825953,3.5949150000000003,1.615515,3.990179,2.4889650000000003,3.666667,1.908333,3.811111,1.6314149999999998,3.828333,1.899234,4.126087,2.326396,4.332787000000001,3.019097,4.4286889999999985,3.057614,5.22437,5.4512779999999985,14.843113,4.526021999999998,14.814193,4.91024,14.460057999999998,4.605434,14.4357915,4.075782,14.3786925,4.632265,15.0393565,4.0957504999999985,15.652676999999999,5.0247445,17.173729,4.2336160000000005,16.952901500000003,4.764376499999999,16.87631,4.2243119999999985,16.866081,5.208702,15.8481,4.256425
444,44700,181.0,12.488608000000001,7.63943,10.163636,10.072621,5.936338,5.780486,4.8714689999999985,5.262525,5.776338,5.388191,6.297047999999998,4.611314,10.277244,6.878838999999998,7.643839999999999,5.535284,7.5991279999999986,6.425412000000001,5.584839,4.164256,7.475810999999998,6.836649,12.261254,21.815823,,,,,,,,,,,,,,,,,,,,,,,,
445,29140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,12700,630.0,6.394495,4.859295,5.8931369999999985,3.537053,5.400847,3.268798,5.0547010000000006,3.32663,5.4603449999999984,3.117325,4.968807,2.708994,4.924771,2.876281,4.8321429999999985,2.393543,4.995726,2.976963,4.104237,2.336679,4.234211,2.152168,4.480734,2.643492,,,,,,,,,,,,,,,,,,,,,,,,
447,40340,704.0,,,,,,,,,,,,,,,,,,,,,,,,,9.5094065,12.718508,8.8691125,11.514822500000001,7.701107,11.458568,9.558783,13.984121,6.007018,12.075564,9.865574,11.026134,7.094859,12.930494,6.581445499999999,13.387299,-0.10972200000000144,11.001949,9.301786,11.951132000000001,8.968067,11.497391,7.875,12.577447
448,13820,9.5,16.604669333333334,8.816288388888887,13.885828527777777,6.286649777777778,11.349396083333334,4.748467944444444,12.141645916666667,4.922203,12.170861416666666,5.431079083333334,10.848558166666669,4.117387416666667,9.953141416666666,3.983356333333333,10.499109500000001,4.361731833333333,9.446455666666667,3.964913333333333,8.966040999999999,3.541275,9.301127666666664,4.053818833333334,9.141581611111109,3.9010265000000004,19.470306583333333,8.075522041666666,17.873979458333334,7.757360583333333,17.629938041666666,7.627558083333334,17.031065749999996,10.084191416666666,17.377878749999997,9.393825041666666,18.047592458333334,7.4397710833333335,17.334317666666664,8.721618249999999,17.022366625,9.125805125,18.004635625,8.052622083333333,18.5196045,8.481984375,18.877626125,7.62475225,17.985619375,8.706786958333334
449,44140,641.0,,,,,,,,,,,,,,,,,,,,,,,,,11.050819333333333,10.671489166666666,11.259664166666667,9.859604166666667,10.470050333333333,10.013839833333332,11.892021833333331,10.2100065,11.661386499999999,10.277224833333333,12.540639833333334,9.575129333333333,10.910182166666665,10.354127666666667,10.633347333333333,10.531775500000002,12.154968666666667,10.921769833333332,12.360221166666669,10.013109666666667,11.878811833333334,9.63692,5.233181833333333,7.417161166666666
450,45940,829.0,,,,,,,,,,,,,,,,,,,,,,,,,13.880116999999998,9.506951,13.135207000000001,9.342566,13.372857000000002,9.488961,14.532032999999998,10.519224000000001,14.619034,9.637614,15.119399,8.848972,13.507670000000001,9.724406,12.800857,10.082549,14.747110000000001,10.161359,14.435227,9.707753,13.731884,9.281052,13.029412,10.32617
451,39300,634.0,,,,,,,,,,,,,,,,,,,,,,,,,10.47395,9.488713,11.092623,9.194044,10.70678,9.078741,11.892623,9.368147,11.714655,9.06793,12.082906,8.310621000000001,11.451724,9.04058,11.506957,9.215849,12.364407,9.866169000000001,12.384167,8.869387999999997,12.290909,8.459895,-9.5,0.0
452,40380,897.0,,,,,,,,,,,,,,,,,,,,,,,,,10.994722666666664,10.26035,9.478518333333334,9.677792666666667,9.744767333333332,9.991852666666665,11.314653333333332,10.292509666666666,14.378235666666667,11.019794000000001,16.75916433333333,10.053252666666666,11.000621333333333,10.550555666666664,9.455567,10.916428666666668,11.066845333333333,11.036117666666666,11.240047333333333,10.265185333333333,10.134274000000001,9.940199333333332,8.350888333333334,10.476308333333334
453,40060,1321.0,15.119792,7.971100999999999,12.640659,5.632702,10.398039,4.4802529999999985,11.156842,5.4164569999999985,9.5832655,4.524913,8.577075500000001,3.8838415,8.3801775,3.8578464999999995,8.426248999999999,3.527861,7.287395,3.683784,6.9147219999999985,3.069135,6.928089999999999,2.826115,6.9754190000000005,2.8759040000000002,17.246165333333334,9.451604333333332,16.679742333333333,9.048524,16.515833666666666,9.331093666666666,17.213204,10.289216333333334,16.314525,9.100852333333332,16.577616666666668,8.400336,15.357222333333333,8.808094666666667,15.122587666666664,9.607671,16.185192999999998,9.218048333333332,16.912514,9.270244333333332,16.476990999999998,8.577067,15.404959,9.760882
454,14860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,38060,64.75,10.360692333333333,4.746297333333333,9.447207666666667,4.226365,8.740968333333333,4.476960333333333,7.207139,3.961690333333333,9.786230333333332,5.592897,9.328916333333334,4.9192746666666665,8.354370333333334,4.468839666666667,8.875267000000003,4.9380653333333315,9.888705333333334,2.6185196666666664,8.486094,6.700315,8.505099999999999,4.1792489999999995,8.0013395,3.7934144999999995,23.986859875,8.909381625,22.781745,8.466947000000001,23.868316125,8.635365208333333,23.223851583333335,8.747167291666667,22.249950916666666,9.619487583333335,23.951557375,8.69765325,22.61197275,8.792354125000001,23.44802775,7.821384999999999,23.160164124999998,8.1294145,23.782714125000002,8.197183625,23.857208375000003,7.764106999999999,24.1561285,8.595044375
456,16980,461.125,13.812110250000002,7.823933125000001,11.806800500000001,6.2587533749999995,11.574902375,6.40556475,11.922585999999999,6.699140874999999,12.233045875,5.78135275,11.265761125000001,5.550022749999999,10.287779624999999,5.051502,10.372924625,5.113776625,10.0184655,5.310957249999999,8.6632485,3.9609124999999996,8.59262875,4.278841,8.9892945,4.560974,11.590927562500001,11.3494089375,10.524708625,10.972583375000001,8.083925,9.497798187499999,11.6399101875,11.047430499999999,11.165075250000001,10.4839350625,13.0993596875,9.913372,9.9047404375,11.252362999999999,9.0072755625,11.117944,11.266238625000002,10.4216305,11.2624114375,10.454596625,11.304938312500001,10.296134875,9.51886925,10.545145062499998
457,35620,872.5714285714286,12.437997727272727,7.708774318181819,11.548899500000003,6.362466545454546,9.988263136363635,5.594974045454545,9.891610045454545,5.744101136363636,10.51852840909091,5.600450227272727,9.103067545454547,4.7958608181818185,8.55263840909091,4.806105090909091,8.035720545454543,4.100087181818182,8.14723509090909,4.677833,7.155185999999998,3.783256727272726,6.836840181818181,3.566441636363636,6.85618096969697,3.990811272727272,13.419081238095242,9.73276161904762,12.562413785714284,9.394873404761906,12.88682086904762,9.47091311904762,13.57486618452381,10.253324946428569,16.19130394642857,9.847222738095239,16.623367857142856,9.152862767857144,13.139915678571429,9.656596898809523,12.278171928571428,9.905573571428572,13.841406297619047,10.591527595238095,13.995014750000001,9.604588714285715,13.336885833333332,9.414625095238094,12.919198892857143,10.24281088095238
458,14460,648.25,,,,,,,,,,,,,,,,,,,,,,,,,12.112410458333333,10.268122291666666,11.62249775,9.646654708333335,10.225845041666668,9.390355,13.230223916666667,9.820709,12.065102374999999,9.615757666666667,12.600560541666669,9.028429791666667,12.312527291666665,9.691680708333333,11.702988416666667,10.224588041666667,13.157443125,10.499054583333333,12.670418291666666,9.454392833333333,12.816122791666668,9.664398666666667,7.330735125,8.514406166666667
459,12060,348.0,16.252180000000003,9.229572000000001,14.186301499999999,6.671623499999999,11.832687499999999,5.5250445,11.7145805,5.456704500000001,11.7314975,6.752888499999999,9.771062,4.517328000000001,8.499664,4.302954,8.986205,4.503841499999999,8.844842,4.294796999999999,9.279962,4.329181,9.563946999999999,4.004700000000001,8.656604,3.8615830000000004,16.793780499999997,7.986899,16.814038,7.636961500000001,16.702643000000002,8.021806999999999,16.234579500000002,9.706014,17.262579000000002,8.165985000000001,17.9992205,7.2962574999999985,17.274528,7.8309004999999985,16.590985,8.493568999999999,17.805879,7.809756,17.841053,7.268974000000001,17.348305,7.270672999999999,16.7025,8.375349
460,37980,709.6666666666666,,,,,,,,,,,,,,,,,,,,,,,,,13.630744203703705,9.968528296296297,13.794260666666666,9.48938988888889,12.393944462962963,9.311071388888887,14.698487111111112,10.389464629629629,13.520292981481482,9.58546512962963,14.861331888888888,8.389652648148148,13.31017661111111,9.111764259259257,12.520999722222223,9.778473925925926,14.266382092592588,10.082908148148148,14.726915259259256,9.60176635185185,14.069033055555558,9.348890018518519,13.116498574074074,10.255149148148147
461,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,47900,441.5,,,,,,,,,,,,,,,,,,,,,,,,,14.9209595,10.10952725,14.92648775,10.333931,13.967059749999999,9.784280500000001,14.7234345,9.806532666666666,14.085356416666666,9.486244583333335,15.267916,8.607772083333334,13.440515083333331,9.319304833333334,13.031865333333332,9.896534166666665,14.317839666666668,10.212255666666666,15.548857499999999,9.322312,14.779054,8.985037499999999,14.590343,10.0249715
463,41860,136.0,5.341525,3.711114,6.110345,3.890733,5.25625,3.379103,5.086087,3.43161,5.492000000000001,3.956268,5.10625,3.732479,5.716364,3.971447,5.8467889999999985,4.136011,6.422523,4.1356910000000005,5.1521279999999985,3.204155,7.009091000000001,7.086407,8.949565,15.002797,,,,,,,,,,,,,,,,,,,,,,,,
464,49500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,21820,37.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5421029999999999,15.296248666666665,-1.1350886666666666,14.567255,-1.127791,15.896123000000001,0.2459273333333333,15.199062666666665,-0.6137783333333333,14.770910999999998,-2.746153333333333,17.07165033333333,-3.1694893333333334,11.598943666666665,0.583932,12.8865765,3.207692,12.997511,1.39916,13.25668,-0.9257770000000001,14.82051,2.6351005,13.6899615
466,32020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,24620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,39020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,23700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,35340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,32420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,32060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,22100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,29860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,18020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,27060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,17940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,40740,851.0,5.130275,3.046173,5.371074,3.205657,4.500893,2.148643,4.650847,2.846793,7.032143,4.764456,5.949091,2.81955,5.975454999999998,4.903644,6.239474,4.211144,4.907018,3.208637,4.3478629999999985,3.135272,4.922689,4.322437,5.2533900000000004,3.044504,,,,,,,,,,,,,,,,,,,,,,,,
480,29300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,14700,753.0,8.895868,5.374064,7.876635999999999,4.406975,7.009917,3.666229,7.417355000000001,3.610117,7.862931,4.178423,6.895082,3.467007,6.69918,3.811694,6.74,4.112277,5.755833,3.562498,5.724167,2.894068,5.469748,2.7453060000000002,5.955462000000001,3.8147510000000002,,,,,,,,,,,,,,,,,,,,,,,,
482,48980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,35900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,42860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,29380,278.0,12.630667,6.758604999999998,11.650139,4.345767,9.861602,3.910146,10.547632,4.063111,10.388235,5.272403,9.088263000000001,5.153411,9.140469,3.947233,6.190854,4.6636940000000005,7.279166999999998,3.608076,9.092083,3.842917,8.897041,3.867853,8.567033,3.692831,,,,,,,,,,,,,,,,,,,,,,,,
486,17620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,34860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,31260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,16660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,42700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,46380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,26020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,22580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,24420,1069.0,6.174183833333333,4.324274666666667,6.670196166666666,5.908345333333333,6.4334885,5.0847299999999995,4.863622333333333,3.316476833333333,5.3254624999999995,3.6643550000000005,4.635921,2.914975333333333,8.692170666666668,15.866992666666667,4.893948666666667,3.6120016666666666,5.7128456666666665,5.4451839999999985,3.970473,2.870219,10.571882333333333,24.96629866666667,9.587211666666668,14.696199333333334,,,,,,,,,,,,,,,,,,,,,,,,
496,16180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,22840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,21940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,32220,1267.0,10.744598,5.133871999999998,9.832754,4.216412999999999,8.738937499999999,3.964583,10.403336999999999,4.5205565000000005,11.527262,12.212346,10.106848,3.9917184999999997,8.9139845,4.6740625,8.545990999999999,3.7340949999999995,7.609887,4.211738,7.360335000000001,3.091353,8.273729,3.7668769999999996,8.105202,4.5893799999999985,18.6275,8.121585999999999,18.175,7.978501,17.115905499999997,7.9264125,18.4928005,9.3379395,18.61265,10.452005,19.173997,7.8901759999999985,17.581967000000002,9.2078065,16.5821325,9.0082225,18.793484,8.522005,16.85614,6.6607685,19.798305,7.103387,18.245282999999997,9.129929
500,26140,276.0,8.813222999999997,4.270479,7.470434999999998,2.9186330000000003,6.7572649999999985,2.2006,7.2633329999999985,2.914926,7.268966000000001,3.3601870000000003,6.7083330000000005,2.938175,6.455752,2.8585380000000002,6.553782000000001,2.878523,6.205,2.63167,6.3471069999999985,3.685536,6.348246,3.38383,5.752631999999998,2.323646,,,,,,,,,,,,,,,,,,,,,,,,
501,26660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,23180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,43860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,37260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,10460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,25980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,42620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,46100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,28900,1073.5,10.38432725,7.438400249999999,8.760036,7.76886475,7.0048275,6.8827765,5.62506075,4.97347775,6.34233625,5.7866965,6.680846,5.99901675,8.157962999999999,9.6094525,5.565556,5.328430249999999,7.111815,7.1409009999999995,5.0526415,3.608249,9.4188575,15.706893999999998,13.751292999999999,24.654946000000002,,,,,,,,,,,,,,,,,,,,,,,,
510,29580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,41900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,37380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,45540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,25020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,24940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,40660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,44340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,17060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,17340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,28580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,43420,45.0,3.449107,2.3147,3.421552,2.2807630000000003,3.095798,1.468159,2.788696,1.2747039999999998,3.695575,2.566278,3.518103,1.804901,3.278814,2.179816,3.516807,2.822858,2.738017,1.352175,2.896721,1.611884,3.8778690000000005,3.920122,2.815517,1.774388,,,,,,,,,,,,,,,,,,,,,,,,
523,36020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,11100,1286.0,6.150975,2.670947,6.685988999999998,3.425266,5.991967,2.519682,5.905571,2.380876,7.296462999999998,4.29652,6.848065999999998,2.985442,5.996275,2.8993290000000003,6.4867040000000005,3.834078,5.985873000000001,3.80763,5.163989,1.9725700000000002,5.468696,2.4824040000000003,6.251075,3.315993,,,,,,,,,,,,,,,,,,,,,,,,
525,42020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,23660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,19180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,21460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,16020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,11640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,48260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,16060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,30940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,25840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,22060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,24640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,41400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,49220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,26090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,42200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,29200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,14010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,46520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,31080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,47460,1392.0,7.612849000000001,6.05692,7.507142999999999,5.36114,6.933151,3.8784089999999996,6.406027,4.041735,5.650138,4.337542,5.7190080000000005,4.4711599999999985,6.533714,5.6794259999999985,4.72163,3.199961,6.412706999999998,6.5338330000000004,5.3852400000000005,3.8200260000000004,8.362153999999999,14.485451000000001,7.139726,12.026735,,,,,,,,,,,,,,,,,,,,,,,,
547,38240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,15680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,24060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,11900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,42260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,21420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,43220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
